rank,waku,umaban,horse_name,horse_id,sex_age,kinryo,jockey,jockey_id,time,diff,passing,last_3f,odds,popularity,horse_weight,trainer,trainer_id,race_id,date,place,surface,distance,track_condition
4,3,3,セイウンプラチナ,2019102628,牡5,58.0,原優介,1184,2:12.2,1/2,1-1-1-1,35.9,18.9,6.0,526(+12),[東]小桧山悟,1005,202406010109,2024-01-06,中山,芝,2200.0,良
5,1,1,ビューティーウェイ,2018105115,牝6,56.0,菅原明良,1179,2:12.2,クビ,5-5-6-6,34.0,6.7,4.0,442(-2),[西]西園翔太,1196,202406010109,2024-01-06,中山,芝,2200.0,良
6,6,6,ダニーデン,2020103679,牡4,57.0,戸崎圭太,5386,2:12.2,クビ,4-3-4-4,34.6,1.5,1.0,502(-10),[東]辻哲英,1182,202406010109,2024-01-06,中山,芝,2200.0,良
7,4,4,ラーテル,2020104285,セ4,57.0,丸田恭介,1117,2:13.4,7,3-3-6-7,35.1,158.5,7.0,466(0),[東]南田美知,437,202406010109,2024-01-06,中山,芝,2200.0,良
取,5,5,ロードプレジール,2018102576,牡6,58.0,三浦皇成,1122,,,,,---,,計不,[西]中内田充,1137,202406010109,2024-01-06,中山,芝,2200.0,良
1,1,1,キャプテンシー,2021105370,牡3,57.0,キング,5643,1:32.5,,1-1-1,34.6,3.8,2.0,462(0),[西]松永幹夫,1092,202406010110,2024-01-06,中山,芝,1600.0,良
2,4,4,チャンネルトンネル,2021106369,牡3,57.0,松岡正海,1085,1:32.9,2,2-3-3,34.7,10.4,5.0,484(+16),[東]堀内岳志,1189,202406010110,2024-01-06,中山,芝,1600.0,良
3,3,3,ポッドテオ,2021106069,牡3,57.0,北村宏司,1043,1:33.1,1.1/2,6-3-5,34.8,3.6,1.0,470(0),[東]畠山吉宏,1048,202406010110,2024-01-06,中山,芝,1600.0,良
4,2,2,アレンジャー,2021100350,牡3,57.0,横山典弘,660,1:33.1,クビ,6-6-6,34.6,15.1,8.0,472(+8),[西]昆貢,1044,202406010110,2024-01-06,中山,芝,1600.0,良
5,6,6,ソニックライン,2021105871,牡3,57.0,キングス,5660,1:33.1,アタマ,9-6-8,34.5,6.1,4.0,496(+4),[東]木村哲也,1126,202406010110,2024-01-06,中山,芝,1600.0,良
6,8,9,エイムフォーエース,2021104167,牡3,57.0,本田正重,5443,1:33.3,1.1/4,10-10-10,33.5,268.5,10.0,434(-9),[地]山下貴之,5753,202406010110,2024-01-06,中山,芝,1600.0,良
7,7,8,シンドリームシン,2021105382,牡3,57.0,田辺裕信,1075,1:33.9,3.1/2,6-9-8,35.2,14.0,6.0,472(-8),[西]武幸四郎,1160,202406010110,2024-01-06,中山,芝,1600.0,良
8,5,5,チザルピーノ,2021101928,牡3,57.0,佐々木大,1197,1:33.9,アタマ,4-6-6,35.4,21.1,9.0,476(-2),[東]堀宣行,1070,202406010110,2024-01-06,中山,芝,1600.0,良
9,7,7,ボーモンド,2021105777,牡3,57.0,戸崎圭太,5386,1:34.2,2,4-3-3,36.0,4.9,3.0,484(+6),[東]国枝栄,399,202406010110,2024-01-06,中山,芝,1600.0,良
10,8,10,カズゴルティス,2021105608,牡3,57.0,ピーヒュ,5661,1:34.3,1/2,2-2-2,36.2,14.1,7.0,498(-10),[西]杉山晴紀,1157,202406010110,2024-01-06,中山,芝,1600.0,良
1,2,3,リカンカブール,2019103823,牡5,56.0,津村明秀,1092,1:58.9,,3-4-4-4,34.5,7.8,5.0,494(-12),[西]田中克典,1180,202406010111,2024-01-06,中山,芝,2000.0,良
2,4,7,ククナ,2018105008,牝6,54.0,戸崎圭太,5386,1:59.0,1/2,9-8-10-10,34.1,15.4,8.0,468(+6),[東]栗田徹,1127,202406010111,2024-01-06,中山,芝,2000.0,良
3,8,15,マイネルクリソーラ,2019100792,牡5,55.0,Ｍ．デム,5212,1:59.1,クビ,3-4-6-4,34.6,11.1,6.0,458(+4),[東]中野栄治,1010,202406010111,2024-01-06,中山,芝,2000.0,良
4,4,8,ボーンディスウェイ,2019104658,牡5,55.0,木幡巧也,1162,1:59.2,3/4,3-3-2-2,34.9,4.8,2.0,490(0),[東]牧光二,1106,202406010111,2024-01-06,中山,芝,2000.0,良
5,6,12,ホウオウアマゾン,2018105192,牡6,58.0,横山武史,1170,1:59.3,1/2,2-2-2-2,35.1,113.8,14.0,512(-4),[西]矢作芳人,1075,202406010111,2024-01-06,中山,芝,2000.0,良
6,3,6,クリノプレミアム,2017103201,牝7,55.5,松岡正海,1085,1:59.3,クビ,6-7-7-7,34.7,36.0,10.0,488(+2),[東]伊藤伸一,1031,202406010111,2024-01-06,中山,芝,2000.0,良
7,5,10,マテンロウレオ,2019102879,牡5,58.5,横山典弘,660,1:59.3,ハナ,12-12-13-10,34.0,7.0,3.0,482(-2),[西]昆貢,1044,202406010111,2024-01-06,中山,芝,2000.0,良
8,7,13,カテドラル,2016104711,牡8,58.5,荻野極,1160,1:59.4,3/4,14-14-15-16,33.8,184.0,17.0,488(-4),[西]池添学,1144,202406010111,2024-01-06,中山,芝,2000.0,良
9,6,11,ゴールデンハインド,2020105744,牝4,54.0,菅原明良,1179,1:59.5,アタマ,1-1-1-1,35.4,7.3,4.0,498(+6),[東]武市康男,1089,202406010111,2024-01-06,中山,芝,2000.0,良
10,3,5,マイネルファンロン,2015100744,牡9,56.0,丸山元気,1127,1:59.5,アタマ,9-10-7-7,34.8,134.6,15.0,490(+10),[東]手塚貴久,1038,202406010111,2024-01-06,中山,芝,2000.0,良
11,2,4,エピファニー,2019105532,牡5,57.0,ピーヒュ,5661,1:59.5,クビ,6-4-4-4,35.1,4.1,1.0,506(-6),[東]宮田敬介,1175,202406010111,2024-01-06,中山,芝,2000.0,良
12,5,9,サクラトゥジュール,2017103751,牡7,57.0,キング,5643,1:59.6,1/2,14-14-13-13,34.3,16.2,9.0,526(+22),[東]堀宣行,1070,202406010111,2024-01-06,中山,芝,2000.0,良
13,1,2,アラタ,2017104756,牡7,58.0,横山和生,1140,1:59.6,アタマ,14-16-15-14,33.9,12.2,7.0,480(+10),[東]和田勇介,1165,202406010111,2024-01-06,中山,芝,2000.0,良
14,1,1,キタウイング,2020106967,牝4,53.0,杉原誠人,1135,1:59.7,1/2,12-12-11-10,34.6,69.0,12.0,434(+2),[東]小島茂之,1068,202406010111,2024-01-06,中山,芝,2000.0,良
15,7,14,カレンシュトラウス,2017102897,牡7,56.0,藤懸貴志,1138,1:59.8,クビ,17-17-17-16,33.6,144.1,16.0,520(-2),[西]平田修,1082,202406010111,2024-01-06,中山,芝,2000.0,良
16,8,16,サトノエルドール,2016104319,牡8,56.0,三浦皇成,1122,1:59.9,1/2,6-8-7-7,35.2,100.2,13.0,482(+10),[東]国枝栄,399,202406010111,2024-01-06,中山,芝,2000.0,良
17,8,17,エミュー,2020105631,牝4,54.0,佐々木大,1197,2:02.7,大,9-10-11-14,37.6,61.2,11.0,422(-4),[東]和田正一,1114,202406010111,2024-01-06,中山,芝,2000.0,良
1,4,8,クインズミモザ,2018101742,牝6,56.0,野中悠太,1158,1:53.4,,12-11-12-11,37.9,17.9,7.0,514(+8),[東]池上昌和,1150,202406010112,2024-01-06,中山,ダート,1800.0,良
2,3,5,リチャ,2020105650,牡4,57.0,戸崎圭太,5386,1:53.5,3/4,3-3-3-3,38.7,3.9,2.0,492(+8),[東]田中博康,1162,202406010112,2024-01-06,中山,ダート,1800.0,良
3,7,14,アイファーエポック,2019101325,牡5,55.0,小林勝太,1205,1:53.5,ハナ,8-8-10-8,38.1,22.0,8.0,488(+2),[東]根本康広,1029,202406010112,2024-01-06,中山,ダート,1800.0,良
4,6,12,タマモロック,2020104861,牡4,56.0,永野猛蔵,1188,1:53.7,1.1/4,7-7-5-7,38.7,5.6,3.0,502(+8),[東]伊藤圭三,1023,202406010112,2024-01-06,中山,ダート,1800.0,良
5,2,3,アイアムイチリュウ,2017101159,牡7,58.0,菅原隆一,1129,1:54.0,2,15-14-15-14,37.6,36.2,10.0,522(+6),[東]奥平雅士,1074,202406010112,2024-01-06,中山,ダート,1800.0,良
6,7,13,タケルペガサス,2018103278,牡6,58.0,横山武史,1170,1:54.0,クビ,2-2-2-1,39.6,2.8,1.0,492(+6),[東]加藤征弘,1059,202406010112,2024-01-06,中山,ダート,1800.0,良
7,3,6,フリーフロー,2017103788,牡7,58.0,丸田恭介,1117,1:54.1,アタマ,8-8-8-8,38.9,72.6,12.0,482(+4),[東]宗像義忠,420,202406010112,2024-01-06,中山,ダート,1800.0,良
8,6,11,クロースコンバット,2019105188,牡5,58.0,ピーヒュ,5661,1:54.1,ハナ,6-6-5-5,39.1,24.7,9.0,510(+4),[東]青木孝文,1156,202406010112,2024-01-06,中山,ダート,1800.0,良
9,8,15,ファイヴレター,2017102043,牡7,58.0,黛弘人,1109,1:54.1,アタマ,12-14-14-13,37.8,223.8,14.0,474(+10),[東]佐藤吉勝,1035,202406010112,2024-01-06,中山,ダート,1800.0,良
10,4,7,ウインジョイフル,2017104168,牡7,58.0,内田博幸,422,1:54.5,2.1/2,12-11-13-12,38.5,359.5,16.0,494(-8),[東]鈴木慎太,1179,202406010112,2024-01-06,中山,ダート,1800.0,良
11,1,1,セラフィナイト,2018105237,牡6,58.0,荻野極,1160,1:54.6,1/2,3-3-3-3,39.8,15.1,5.0,456(+2),[東]宮田敬介,1175,202406010112,2024-01-06,中山,ダート,1800.0,良
12,8,16,フォーワンセルフ,2019102163,牡5,57.0,原優介,1184,1:54.6,クビ,11-11-5-5,39.6,95.1,13.0,536(+12),[東]小桧山悟,1005,202406010112,2024-01-06,中山,ダート,1800.0,良
13,5,10,シグナルファイアー,2020101228,牝4,55.0,武士沢友,1029,1:55.2,3.1/2,16-16-16-16,37.9,38.0,11.0,480(+10),[東]水野貴広,1094,202406010112,2024-01-06,中山,ダート,1800.0,良
14,2,4,リバーサルバレット,2019106146,牡5,58.0,菅原明良,1179,1:55.3,1/2,8-8-10-10,39.9,9.0,4.0,496(+4),[東]久保田貴,1067,202406010112,2024-01-06,中山,ダート,1800.0,良
15,1,2,アレクサ,2020100189,牡4,57.0,丹内祐次,1091,1:56.0,4,1-1-1-2,41.7,15.2,6.0,514(+12),[東]斎藤誠,1086,202406010112,2024-01-06,中山,ダート,1800.0,良
16,5,9,マイネルイリャルギ,2017101877,牡7,57.0,佐々木大,1197,1:59.0,大,3-3-8-14,43.9,269.9,15.0,536(+16),[東]高橋裕,412,202406010112,2024-01-06,中山,ダート,1800.0,良
1,8,15,セレブレイトエール,2021104109,牡3,57.0,坂井瑠星,1163,1:55.4,,2-2-2-2,39.4,2.6,1.0,522(-4),[西]大久保龍,1058,202408010101,2024-01-06,京都,ダート,1800.0,良
2,2,3,カフジテルビウム,2021102150,牡3,57.0,長岡禎仁,1142,1:55.9,3,3-2-3-3,39.8,14.7,5.0,464(+4),[西]杉山佳明,1178,202408010101,2024-01-06,京都,ダート,1800.0,良
3,3,6,ルージュシュエット,2021105640,牝3,55.0,鮫島克駿,1157,1:55.9,アタマ,1-1-1-1,40.0,32.3,9.0,442(-2),[西]矢作芳人,1075,202408010101,2024-01-06,京都,ダート,1800.0,良
4,8,16,ヤマニンアラクリア,2021100284,牡3,57.0,田中健,1114,1:56.2,1.3/4,3-4-3-3,39.9,19.3,7.0,480(+10),[西]中村直也,1186,202408010101,2024-01-06,京都,ダート,1800.0,良
5,7,14,アメリカンチーフ,2021110123,牡3,57.0,松若風馬,1154,1:56.2,クビ,6-6-5-5,39.8,5.0,2.0,468(+2),[西]音無秀孝,1002,202408010101,2024-01-06,京都,ダート,1800.0,良
6,5,9,メイショウアラセツ,2021102836,牡3,57.0,北村友一,1102,1:56.3,1/2,11-10-10-9,39.4,15.0,6.0,530(-2),[西]飯田祐史,1139,202408010101,2024-01-06,京都,ダート,1800.0,良
7,5,10,メイショウムカバキ,2021100741,牡3,56.0,角田大河,1199,1:56.4,1/2,3-4-5-5,40.0,7.9,4.0,506(-10),[西]本田優,1099,202408010101,2024-01-06,京都,ダート,1800.0,良
8,3,5,フォートポータル,2021103251,セ3,57.0,国分優作,1125,1:56.5,1/2,9-8-8-8,39.9,32.9,10.0,468(-8),[西]吉岡辰弥,1176,202408010101,2024-01-06,京都,ダート,1800.0,良
9,7,13,メイショウマツリ,2021103270,牡3,54.0,永島まな,1187,1:56.6,1/2,14-14-13-14,38.8,19.8,8.0,496(0),[西]松永幹夫,1092,202408010101,2024-01-06,京都,ダート,1800.0,良
10,1,2,ヤルキゲンキフトシ,2021103972,牡3,57.0,小牧太,894,1:56.6,ハナ,7-6-5-5,40.2,256.7,14.0,492(-4),[西]笹田和秀,1104,202408010101,2024-01-06,京都,ダート,1800.0,良
11,6,11,カレンワッツアップ,2021104321,牡3,57.0,古川吉洋,1015,1:56.6,クビ,16-16-15-13,38.6,70.6,13.0,480(+8),[西]小林真也,1185,202408010101,2024-01-06,京都,ダート,1800.0,良
12,6,12,スターチスブーケ,2021110075,牝3,55.0,岩田望来,1174,1:56.8,3/4,11-10-10-9,39.9,5.0,3.0,498(-6),[西]清水久詞,1110,202408010101,2024-01-06,京都,ダート,1800.0,良
13,4,8,ソニック,2021106754,牡3,57.0,斎藤新,1178,1:56.8,ハナ,10-10-12-12,39.6,69.6,12.0,496(-4),[西]浜田多実,1138,202408010101,2024-01-06,京都,ダート,1800.0,良
14,2,4,メネラオス,2021105840,牡3,57.0,ルメート,5659,1:58.3,9,7-8-8-9,41.6,66.5,11.0,552(+4),[西]奥村豊,1146,202408010101,2024-01-06,京都,ダート,1800.0,良
15,1,1,オスピタリテ,2021101723,牝3,54.0,小沢大仁,1185,1:59.2,5,15-15-16-16,41.1,553.9,16.0,462(-4),[西]森田直行,1142,202408010101,2024-01-06,京都,ダート,1800.0,良
16,4,7,タイセイサクシード,2021103496,牡3,57.0,菱田裕二,1144,1:59.3,1/2,13-13-13-15,41.5,334.0,15.0,502(+6),[西]森田直行,1142,202408010101,2024-01-06,京都,ダート,1800.0,良
1,1,1,ハーバーライト,2021105477,牡3,57.0,和田竜二,1018,2:02.7,,6-5-4-5,38.9,9.0,4.0,528(-10),[西]高橋義忠,1129,202408010102,2024-01-06,京都,ダート,1900.0,良
2,2,3,キタノハヤブサ,2021104557,牡3,55.0,田口貫太,1208,2:02.9,1.1/2,4-3-4-3,39.2,5.7,3.0,460(-8),[西]吉田直弘,1101,202408010102,2024-01-06,京都,ダート,1900.0,良
3,8,15,カズタンジャー,2021101259,牡3,57.0,モリス,5641,2:02.9,クビ,13-13-7-7,38.7,13.5,6.0,494(+10),[西]新谷功一,1172,202408010102,2024-01-06,京都,ダート,1900.0,良
4,8,16,アイファーキャップ,2021107295,牡3,57.0,斎藤新,1178,2:03.1,3/4,12-11-6-5,39.2,9.3,5.0,462(+4),[西]鮫島一歩,1046,202408010102,2024-01-06,京都,ダート,1900.0,良
5,2,4,マテンロウガーデン,2021103023,牡3,57.0,坂井瑠星,1163,2:04.0,5,2-2-1-1,40.5,5.7,2.0,508(+6),[西]武英智,1161,202408010102,2024-01-06,京都,ダート,1900.0,良
6,5,9,ノイヤーヘルト,2021105055,牡3,57.0,川田将雅,1088,2:04.0,ハナ,3-3-2-2,40.4,2.1,1.0,516(+2),[西]中竹和也,1039,202408010102,2024-01-06,京都,ダート,1900.0,良
7,7,13,テーオーカルドア,2021106761,牡3,57.0,菱田裕二,1144,2:04.5,3,15-15-11-9,40.1,24.2,7.0,474(+14),[西]岡田稲男,1066,202408010102,2024-01-06,京都,ダート,1900.0,良
8,3,5,ウインメラナイト,2021106196,牡3,57.0,小崎綾也,1152,2:04.8,1.3/4,10-10-13-9,40.4,186.4,12.0,502(+6),[西]寺島良,1158,202408010102,2024-01-06,京都,ダート,1900.0,良
9,5,10,クワッドルッツ,2021105147,牡3,57.0,中井裕二,1141,2:05.0,1.1/2,14-14-11-9,40.5,343.4,15.0,480(+2),[西]今野貞一,1128,202408010102,2024-01-06,京都,ダート,1900.0,良
10,1,2,サンライズマウレア,2021102242,牡3,54.0,西塚洸二,1200,2:05.3,1.1/2,10-7-7-7,41.2,28.4,9.0,458(+4),[西]河内洋,1072,202408010102,2024-01-06,京都,ダート,1900.0,良
11,3,6,ピースウォリアー,2021101618,牡3,57.0,幸英明,732,2:05.4,1/2,6-7-13-14,40.7,111.1,11.0,484(-2),[西]北出成人,1078,202408010102,2024-01-06,京都,ダート,1900.0,良
12,6,12,ハチャトリアン,2021102020,牡3,56.0,小沢大仁,1185,2:05.5,1/2,9-11-16-15,40.6,484.2,16.0,464(+4),[西]奥村豊,1146,202408010102,2024-01-06,京都,ダート,1900.0,良
13,7,14,ダンツパルス,2021102961,セ3,57.0,国分優作,1125,2:05.5,ハナ,16-16-15-12,40.8,343.1,14.0,478(-10),[西]四位洋文,1184,202408010102,2024-01-06,京都,ダート,1900.0,良
14,6,11,シュラハト,2021102507,牡3,57.0,岩田望来,1174,2:06.1,4,4-5-2-3,42.4,28.1,8.0,514(0),[西]石坂公一,1166,202408010102,2024-01-06,京都,ダート,1900.0,良
15,4,8,シュヴァイゲン,2021103886,牡3,57.0,ルメート,5659,2:08.6,大,6-7-9-12,44.2,54.6,10.0,484(+4),[西]斉藤崇史,1151,202408010102,2024-01-06,京都,ダート,1900.0,良
16,4,7,ブルーメンコルソ,2021103915,牡3,57.0,藤岡康太,1116,2:11.1,大,1-1-9-16,46.5,294.4,13.0,480(+10),[西]高柳大輔,1159,202408010102,2024-01-06,京都,ダート,1900.0,良
1,4,8,オアシスドール,2021103583,牝3,55.0,坂井瑠星,1163,1:25.8,,1-1,37.8,3.6,1.0,448(-10),[西]高柳大輔,1159,202408010103,2024-01-06,京都,ダート,1400.0,良
2,6,12,ランランガール,2021105003,牝3,52.0,今村聖奈,1193,1:26.1,1.3/4,4-4,37.8,3.8,2.0,422(-8),[西]寺島良,1158,202408010103,2024-01-06,京都,ダート,1400.0,良
3,1,2,ハッピーダンス,2021105916,牝3,55.0,西村淳也,1171,1:26.6,3.1/2,4-4,38.3,8.0,4.0,466(+4),[西]茶木太樹,1181,202408010103,2024-01-06,京都,ダート,1400.0,良
4,6,11,リリーズブルーム,2021101725,牝3,55.0,ルメート,5659,1:26.6,ハナ,2-3,38.5,7.1,3.0,464(+6),[西]牧浦充徳,1113,202408010103,2024-01-06,京都,ダート,1400.0,良
5,3,6,カネコメファミリー,2021104151,牝3,55.0,菱田裕二,1144,1:27.2,3.1/2,13-13,38.2,45.5,11.0,492(+6),[西]中尾秀正,1069,202408010103,2024-01-06,京都,ダート,1400.0,良
6,4,7,テイケイモハラ,2021101584,牝3,53.0,田口貫太,1208,1:27.3,1/2,14-13,38.1,8.4,5.0,438(+16),[西]大橋勇樹,1065,202408010103,2024-01-06,京都,ダート,1400.0,良
7,8,16,フルリール,2021107178,牝3,55.0,藤岡康太,1116,1:27.5,1.1/2,7-7,38.8,9.0,6.0,434(-2),[西]藤岡健一,1062,202408010103,2024-01-06,京都,ダート,1400.0,良
8,5,10,ネオアステーリ,2021106125,牝3,55.0,長岡禎仁,1142,1:27.6,クビ,4-6,39.2,29.1,9.0,454(0),[西]岡田稲男,1066,202408010103,2024-01-06,京都,ダート,1400.0,良
9,8,15,サンネリネ,2021101298,牝3,55.0,古川吉洋,1015,1:27.8,1.1/2,10-10,38.9,108.1,14.0,448(+2),[西]畑端省吾,1188,202408010103,2024-01-06,京都,ダート,1400.0,良
10,2,4,グディンナ,2021102162,牝3,55.0,国分恭介,1124,1:27.8,ハナ,14-13,38.6,43.5,10.0,418(-4),[西]牧田和弥,1123,202408010103,2024-01-06,京都,ダート,1400.0,良
11,3,5,グラス,2021101760,牝3,52.0,永島まな,1187,1:27.9,クビ,7-7,39.3,27.8,8.0,454(+8),[西]上村洋行,1168,202408010103,2024-01-06,京都,ダート,1400.0,良
12,2,3,アルピニスト,2021106296,牝3,55.0,鮫島克駿,1157,1:28.4,3,14-16,39.4,59.2,12.0,456(-4),[西]杉山佳明,1178,202408010103,2024-01-06,京都,ダート,1400.0,良
13,5,9,メイショウニコニコ,2021102031,牝3,51.0,河原田菜,1204,1:28.4,アタマ,2-2,40.3,62.3,13.0,446(-4),[西]高橋亮,1136,202408010103,2024-01-06,京都,ダート,1400.0,良
14,7,13,プレジャー,2021104454,牝3,54.0,角田大河,1199,1:28.5,1/2,7-7,39.9,18.2,7.0,486(-2),[西]飯田祐史,1139,202408010103,2024-01-06,京都,ダート,1400.0,良
15,7,14,ワキノルーチェ,2021102156,牝3,55.0,幸英明,732,1:28.5,クビ,10-10,39.5,128.2,15.0,408(+8),[西]高橋義忠,1129,202408010103,2024-01-06,京都,ダート,1400.0,良
16,1,1,ワンダーエトワール,2021102665,牝3,55.0,小崎綾也,1152,1:28.9,2,10-12,40.1,336.1,16.0,404(-4),[西]小崎憲,1085,202408010103,2024-01-06,京都,ダート,1400.0,良
1,3,6,テーオーパスワード,2021102236,牡3,57.0,坂井瑠星,1163,1:57.1,,2-2-2-2,37.5,3.6,2.0,474(0),[西]高柳大輔,1159,202408010104,2024-01-06,京都,ダート,1800.0,良
2,6,12,スマートリアファル,2021102083,牡3,57.0,幸英明,732,1:57.5,2,3-4-2-2,37.8,11.0,5.0,496(0),[西]辻野泰之,1183,202408010104,2024-01-06,京都,ダート,1800.0,良
3,2,4,マテンロウブラボー,2021101422,牡3,57.0,岩田望来,1174,1:57.5,クビ,5-4-5-5,37.6,3.3,1.0,500(0),[西]野中賢二,1098,202408010104,2024-01-06,京都,ダート,1800.0,良
4,2,3,ケーヴァラ,2021106054,牡3,57.0,水口優也,1133,1:57.6,1/2,5-4-5-5,37.8,14.8,7.0,480(0),[西]羽月友彦,1091,202408010104,2024-01-06,京都,ダート,1800.0,良
5,7,14,パカーラン,2021105073,牡3,57.0,和田竜二,1018,1:57.6,ハナ,7-7-4-4,37.8,7.0,4.0,472(0),[西]藤原英昭,1055,202408010104,2024-01-06,京都,ダート,1800.0,良
6,5,10,ギマール,2021105931,牡3,57.0,岩田康誠,5203,1:57.8,1.1/2,9-9-11-8,37.7,11.5,6.0,464(0),[西]上村洋行,1168,202408010104,2024-01-06,京都,ダート,1800.0,良
7,3,5,ナムラカメジロー,2021104305,牡3,57.0,川又賢治,1166,1:57.9,1/2,1-1-1-1,38.3,43.4,9.0,522(0),[西]杉山佳明,1178,202408010104,2024-01-06,京都,ダート,1800.0,良
8,1,1,エクササイズ,2021103099,牡3,53.0,河原田菜,1204,1:58.1,1.1/4,11-10-13-12,37.7,103.9,12.0,466(0),[西]角田晃一,1121,202408010104,2024-01-06,京都,ダート,1800.0,良
9,6,11,サンライズウェーヴ,2021102221,牡3,57.0,藤岡康太,1116,1:58.8,4,11-10-12-11,38.4,68.0,11.0,498(0),[西]石坂公一,1166,202408010104,2024-01-06,京都,ダート,1800.0,良
10,8,16,タガノアウル,2021106011,牡3,57.0,富田暁,1168,1:59.0,1.1/2,9-10-8-8,38.9,140.6,15.0,522(0),[西]川村禎彦,1003,202408010104,2024-01-06,京都,ダート,1800.0,良
11,1,2,ジャスティンライズ,2021103237,牡3,57.0,松山弘平,1126,1:59.2,3/4,13-14-15-14,38.4,6.2,3.0,514(0),[西]吉岡辰弥,1176,202408010104,2024-01-06,京都,ダート,1800.0,良
12,4,7,ヤマニンステラータ,2021106603,牡3,57.0,古川吉洋,1015,1:59.2,クビ,13-16-16-16,38.2,125.8,14.0,458(0),[西]松永幹夫,1092,202408010104,2024-01-06,京都,ダート,1800.0,良
13,7,13,タイセイクエスト,2021100262,牡3,57.0,鮫島克駿,1157,1:59.4,3/4,8-7-8-8,39.3,43.6,10.0,510(0),[西]松下武士,1149,202408010104,2024-01-06,京都,ダート,1800.0,良
14,5,9,スターメイデン,2021110140,牝3,55.0,ルメート,5659,1:59.4,ハナ,3-3-5-5,39.4,33.0,8.0,476(0),[西]吉村圭司,1130,202408010104,2024-01-06,京都,ダート,1800.0,良
15,8,15,ニホンピロジェシカ,2021104211,牝3,53.0,田口貫太,1208,2:00.4,6,13-14-13-14,39.8,124.1,13.0,464(0),[西]安達昭夫,1042,202408010104,2024-01-06,京都,ダート,1800.0,良
16,4,8,セルリアンジャガー,2021101892,牡3,56.0,角田大河,1199,2:00.8,2.1/2,16-10-8-12,40.6,154.4,16.0,480(0),[西]宮徹,1018,202408010104,2024-01-06,京都,ダート,1800.0,良
1,1,2,エラトー,2021105442,牝3,55.0,ルメート,5659,1:48.4,,1-1,35.3,6.4,4.0,480(-2),[西]上村洋行,1168,202408010105,2024-01-06,京都,芝,1800.0,良
2,2,3,カズミクラーシュ,2021105564,牡3,57.0,松山弘平,1126,1:48.5,3/4,8-9,35.0,6.3,3.0,500(-4),[西]吉岡辰弥,1176,202408010105,2024-01-06,京都,芝,1800.0,良
3,1,1,パシフィックハイ,2021105141,牝3,55.0,鮫島克駿,1157,1:48.7,1.1/4,5-4,35.4,13.8,6.0,450(0),[西]杉山佳明,1178,202408010105,2024-01-06,京都,芝,1800.0,良
4,4,7,スピードリッチ,2021105438,牡3,57.0,藤岡康太,1116,1:48.9,1.1/2,6-4,35.5,3.4,1.0,472(+2),[西]藤岡健一,1062,202408010105,2024-01-06,京都,芝,1800.0,良
5,6,11,モンサンケコア,2021106152,牡3,57.0,幸英明,732,1:49.1,1,14-11,35.2,26.4,8.0,506(-2),[西]中竹和也,1039,202408010105,2024-01-06,京都,芝,1800.0,良
